Geo Point;Geo Shape;Haltestellennummer;Haltestellenname;Angezeigter_Name;Transportunternehmen_Nummer;Transportunternehmen_Name;Gemeindenummer;Gemeinde_Name;Gebiet;Höhe;Haltestellenart;Haltestellentyp;Zum Objekt navigieren
47.52543352194996, 7.611896053889368;"{""coordinates"": [7.611896053889368, 47.52543352194996], ""type"": ""Point""}";88788;Münchenstein, Spengler;Spengler;37;BLT;2769;Münchenstein;BL;278;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52543352194995&lon=7.611896053889368&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.51922123184878, 7.616177564074694;"{""coordinates"": [7.616177564074694, 47.51922123184878], ""type"": ""Point""}";78184;Münchenstein, Pumpwerkstrasse;Pumpwerkstrasse;879;BLT Auto;2769;Münchenstein;BL;273;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.519221231848775&lon=7.616177564074694&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.51182625605526, 7.628737651877988;"{""coordinates"": [7.628737651877988, 47.51182625605526], ""type"": ""Point""}";94682;Münchenstein, Schlossmatt;Schlossmatt;879;BLT Auto;2769;Münchenstein;BL;370;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.51182625605526&lon=7.628737651877988&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.52191579924087, 7.563713968163525;"{""coordinates"": [7.563713968163525, 47.52191579924087], ""type"": ""Point""}";78198;Oberwil BL, Auf der Wacht;Auf der Wacht;879;BLT Auto;2771;Oberwil (BL);BL;297;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52191579924088&lon=7.563713968163526&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.5110275362054, 7.560489187738907;"{""coordinates"": [7.560489187738907, 47.5110275362054], ""type"": ""Point""}";89984;Oberwil BL, Drei Linden;Drei Linden;879;BLT Auto;2771;Oberwil (BL);BL;300;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.511027536205404&lon=7.560489187738907&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.51643358821052, 7.568188427233553;"{""coordinates"": [7.568188427233553, 47.51643358821052], ""type"": ""Point""}";89978;Oberwil BL, Hochletten;Hochletten;879;BLT Auto;2771;Oberwil (BL);BL;324;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.51643358821051&lon=7.568188427233553&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.52010066654141, 7.553393469579935;"{""coordinates"": [7.553393469579935, 47.52010066654141], ""type"": ""Point""}";88714;Oberwil BL, Hohestrasse;Hohestrasse;879;BLT Auto;2771;Oberwil (BL);BL;352;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52010066654141&lon=7.5533934695799365&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.5214133830344, 7.686196687504681;"{""coordinates"": [7.686196687504681, 47.5214133830344], ""type"": ""Point""}";17415;Pratteln, Gempenstrasse;Gempenstrasse;823;BVB;2831;Pratteln;BL;287;Tramhaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.521413383034414&lon=7.686196687504681&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.52140094324331, 7.679279095943574;"{""coordinates"": [7.679279095943574, 47.52140094324331], ""type"": ""Point""}";17416;Pratteln, Kästeli;Kästeli;823;BVB;2831;Pratteln;BL;288;Tramhaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.52140094324331&lon=7.679279095943574&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.52217193702156, 7.691858866359646;"{""coordinates"": [7.691858866359646, 47.52217193702156], ""type"": ""Point""}";78351;Pratteln, Bahnhof Süd;Pratteln Bahnhof Süd;811;AAGL;2831;Pratteln;BL;288;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52217193702156&lon=7.691858866359646&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.523175094319974, 7.6908919972089205;"{""coordinates"": [7.69089199720892, 47.523175094319974], ""type"": ""Point""}";94994;Pratteln, Bahnhof Nord;Pratteln Bahnhof Nord;811;AAGL;2831;Pratteln;BL;288;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52317509431998&lon=7.6908919972089205&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.51764512501826, 7.694397261864219;"{""coordinates"": [7.694397261864219, 47.51764512501826], ""type"": ""Point""}";95151;Pratteln, Schmittiplatz;Schmittiplatz;811;AAGL;2831;Pratteln;BL;296;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.51764512501827&lon=7.6943972618642205&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.527301909296284, 7.687392667529535;"{""coordinates"": [7.687392667529535, 47.527301909296284], ""type"": ""Point""}";88855;Pratteln, Grüssen;Grüssen;811;AAGL;2831;Pratteln;BL;288;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.527301909296284&lon=7.687392667529535&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.52015324750448, 7.718294641126535;"{""coordinates"": [7.718294641126535, 47.52015324750448], ""type"": ""Point""}";78315;Pratteln, Hülften;Hülften;811;AAGL;2831;Pratteln;BL;289;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.520153247504474&lon=7.718294641126535&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.53132595232304, 7.677039880653254;"{""coordinates"": [7.677039880653254, 47.53132595232304], ""type"": ""Point""}";78313;Pratteln, Saline;Saline;811;AAGL;2831;Pratteln;BL;280;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.53132595232304&lon=7.677039880653254&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.51838900215137, 7.695582465047689;"{""coordinates"": [7.695582465047689, 47.51838900215137], ""type"": ""Point""}";78353;Pratteln, Schloss;Schloss;811;AAGL;2831;Pratteln;BL;274;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.518389002151366&lon=7.695582465047691&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.51132685182659, 7.602358627644353;"{""coordinates"": [7.602358627644353, 47.51132685182659], ""type"": ""Point""}";88793;Reinach BL, Reinacherhof;Reinacherhof;37;BLT;2773;Reinach (BL);BL;306;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.51132685182659&lon=7.602358627644353&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.49403000861137, 7.583050071377261;"{""coordinates"": [7.583050071377261, 47.49403000861137], ""type"": ""Point""}";78216;Reinach BL, Bodmenstrasse;Bodmenstrasse;879;BLT Auto;2773;Reinach (BL);BL;308;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.49403000861137&lon=7.583050071377261&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.488692224662536, 7.606336312910937;"{""coordinates"": [7.606336312910937, 47.488692224662536], ""type"": ""Point""}";78221;Reinach BL, Neu-Reinach;Neu-Reinach;879;BLT Auto;2773;Reinach (BL);BL;295;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.48869222466253&lon=7.606336312910936&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.4862218527651, 7.5978234025784595;"{""coordinates"": [7.597823402578459, 47.4862218527651], ""type"": ""Point""}";89264;Reinach BL, TechCenter Kägen;TechCenter Kägen;879;BLT Auto;2773;Reinach (BL);BL;301;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.486221852765105&lon=7.59782340257846&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.4810041699819, 7.459059486866029;"{""coordinates"": [7.459059486866029, 47.4810041699819], ""type"": ""Point""}";70;Rodersdorf, Station;Rodersdorf Station;37;BLT;2479;Rodersdorf;SO;394;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.48100416998191&lon=7.459059486866029&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.53151921356031, 7.670440609620802;"{""coordinates"": [7.670440609620802, 47.53151921356031], ""type"": ""Point""}";88070;Muttenz, Industriepark;Industriepark;879;BLT Auto;2770;Muttenz;BL;269;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.53151921356031&lon=7.670440609620804&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.64139837377944, 7.739893731782826;"{""coordinates"": [7.739893731782826, 47.64139837377944], ""type"": ""Point""}";93478;Steinen (D);Steinen;368;DB;9998;Steinen;D;331;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.641398373779445&lon=7.739893731782826&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.49906480030337, 7.552299636051134;"{""coordinates"": [7.552299636051134, 47.49906480030337], ""type"": ""Point""}";78211;Therwil, Mittlerer Kreis;Mittlerer Kreis;879;BLT Auto;2775;Therwil;BL;306;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.49906480030337&lon=7.552299636051134&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.59402501306883, 7.608555888728751;"{""coordinates"": [7.608555888728751, 47.59402501306883], ""type"": ""Point""}";93479;Weil am Rhein (D);Weil am Rhein;368;DB;9998;Weil am Rhein;D;254;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59402501306883&lon=7.608555888728753&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.590603181110204, 7.634443616786558;"{""coordinates"": [7.634443616786558, 47.590603181110204], ""type"": ""Point""}";93481;Weil am Rhein Ost (D);Weil am Rhein Ost;368;DB;9998;Weil am Rhein;D;259;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.590603181110204&lon=7.63444361678656&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.58916748339243, 7.626926945749142;"{""coordinates"": [7.626926945749142, 47.58916748339243], ""type"": ""Point""}";93482;Weil am Rhein Pfädlistrasse(D);Weil am Rhein Pfädlistrasse;368;DB;9998;Weil am Rhein;D;259;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58916748339243&lon=7.62692694574914&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.58676120545273, 7.6064051538141495;"{""coordinates"": [7.60640515381415, 47.58676120545273], ""type"": ""Point""}";92344;Weil am Rhein, Grün 99/Laguna;Grün 99/Laguna;;SWEG;9998;Weil am Rhein;D;270;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58676120545273&lon=7.6064051538141495&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.59281080682505, 7.620637704243697;"{""coordinates"": [7.620637704243697, 47.59281080682505], ""type"": ""Point""}";92351;Weil am Rhein, Turmstrasse;Turmstrasse;;SWEG;9998;Weil am Rhein;D;270;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.59281080682506&lon=7.620637704243697&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.60265246014298, 7.618928876159299;"{""coordinates"": [7.618928876159299, 47.60265246014298], ""type"": ""Point""}";92352;Weil am Rhein, Vitra;Vitra;;SWEG;9998;Weil am Rhein;D;270;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.60265246014298&lon=7.618928876159299&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.48690748372064, 7.528668725919945;"{""coordinates"": [7.528668725919945, 47.48690748372064], ""type"": ""Point""}";88796;Witterswil, Sonnenrain;Sonnenrain;37;BLT;2481;Witterswil;SO;352;Tramhaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.48690748372064&lon=7.528668725919945&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.54794444446893, 7.698860624461637;"{""coordinates"": [7.698860624461637, 47.54794444446893], ""type"": ""Point""}";92353;Wyhlen, Engeltal;Wyhlen, Engeltal;823;BVB;9998;Wyhlen;D;260;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54794444446894&lon=7.698860624461635&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.54905535905431, 7.692688915439595;"{""coordinates"": [7.692688915439595, 47.54905535905431], ""type"": ""Point""}";92354;Wyhlen, Hebelschule;Wyhlen, Hebelschule;823;BVB;9998;Wyhlen;D;260;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.54905535905431&lon=7.692688915439595&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.70592243309747, 7.849763711425973;"{""coordinates"": [7.849763711425973, 47.70592243309747], ""type"": ""Point""}";93483;Zell im Wiesental (D);Zell im Wiesental;368;DB;9998;Zell im Wiesental;D;428;S-Bahn-Haltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.70592243309747&lon=7.849763711425973&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.526651443156226, 7.5828064633623935;"{""coordinates"": [7.582806463362394, 47.526651443156226], ""type"": ""Point""}";88067;Bottmingen, Bodenackerstrasse;Bodenackerstrasse;879;BLT Auto;2767;Bottmingen;BL;347;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52665144315623&lon=7.582806463362392&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.52756030144408, 7.582423844520589;"{""coordinates"": [7.582423844520589, 47.52756030144408], ""type"": ""Point""}";78178;Bottmingen, Bruderholz Kantonsspital;Bruderholz Kantonsspital;879;BLT Auto;2767;Bottmingen;BL;344;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.52756030144408&lon=7.582423844520589&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.55163819297412, 7.548226857601439;"{""coordinates"": [7.548226857601439, 47.55163819297412], ""type"": ""Point""}";89290;Allschwil, Ziegelei;Ziegelei;823;BVB;2762;Allschwil;BL;277;Tram- und Bushaltestelle;Regelhaltestelle (Tag und Nacht);https://opendatabs.github.io/map-links/?lat=47.55163819297412&lon=7.548226857601439&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.578427412416794, 7.545563600503779;"{""coordinates"": [7.545563600503779, 47.578427412416794], ""type"": ""Point""}";2000001;Saint-Louis, Riescher;Riescher;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.578427412416794&lon=7.545563600503779&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.6077689071904, 7.543108012804897;"{""coordinates"": [7.543108012804897, 47.6077689071904], ""type"": ""Point""}";2000004;Saint-Louis, Chapelle;Chapelle;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.6077689071904&lon=7.543108012804895&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.558444614911764, 7.534169613087445;"{""coordinates"": [7.534169613087445, 47.558444614911764], ""type"": ""Point""}";2000005;Hégenheim, Cimetière;Cimetière;0;distribus;;Hégenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.55844461491177&lon=7.534169613087445&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.56992451496743, 7.525232406747089;"{""coordinates"": [7.525232406747089, 47.56992451496743], ""type"": ""Point""}";2000009;Hégenheim, Collège des Trois Pays;Collège des Trois Pays;0;distribus;;Hégenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.569924514967425&lon=7.525232406747089&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.586668413441615, 7.562949705861217;"{""coordinates"": [7.562949705861217, 47.586668413441615], ""type"": ""Point""}";2000011;Saint-Louis, Croisée des Lys;Croisée des Lys;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.586668413441615&lon=7.562949705861217&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.58954661309597, 7.555072006674139;"{""coordinates"": [7.555072006674139, 47.58954661309597], ""type"": ""Point""}";2000016;Saint-Louis, Gare SNCF (Westeingang);Gare SNCF (Westeingang);0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58954661309596&lon=7.555072006674139&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.57778330731155, 7.515670405354444;"{""coordinates"": [7.515670405354444, 47.57778330731155], ""type"": ""Point""}";2000017;Hésingue, Halliers;Halliers;0;distribus;;Hésingue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.577783307311556&lon=7.515670405354444&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
47.57806370739971, 7.533335401670324;"{""coordinates"": [7.533335401670324, 47.57806370739971], ""type"": ""Point""}";2000022;Hésingue, Le Ried;Le Ried;0;distribus;;Hésingue;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.57806370739971&lon=7.533335401670324&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.687644209857304, 7.504008106035043;"{""coordinates"": [7.504008106035043, 47.687644209857304], ""type"": ""Point""}";2000025;Kembs, Maison du Patrimoine;Maison du Patrimoine;0;distribus;;Kembs;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.68764420985731&lon=7.504008106035043&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.580426713827464, 7.553283006184346;"{""coordinates"": [7.553283006184346, 47.580426713827464], ""type"": ""Point""}";2000028;Saint-Louis, Place Mermoz;Place Mermoz;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58042671382747&lon=7.553283006184346&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.58676971381388, 7.56557821003775;"{""coordinates"": [7.56557821003775, 47.58676971381388], ""type"": ""Point""}";2000035;Saint-Louis, Place de l'Europe;Place de l'Europe;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.58676971381388&lon=7.56557821003775&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252C
47.63530821039417, 7.476005913248709;"{""coordinates"": [7.476005913248709, 47.63530821039417], ""type"": ""Point""}";2000036;Bartenheim, Place de la République;Place de la République;0;distribus;;Bartenheim;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.63530821039417&lon=7.476005913248709&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%252
47.582395213659986, 7.567053411862604;"{""coordinates"": [7.567053411862604, 47.582395213659986], ""type"": ""Point""}";2000038;Saint-Louis, Rhin;Rhin;0;distribus;;Saint-Louis;F;;Bushaltestelle;Regelhaltestelle;https://opendatabs.github.io/map-links/?lat=47.582395213659986&lon=7.567053411862606&p1=Liniennetz_OEV%252CSchifffahrt&p2=Liniennetz_OEV%3DLN_BusZugang%252CLN_TramZugang%252CLN_Tramhaltestelle%252CLN_KombihaltestelleTramBus%252CLN_KombihalteortTramBus%25
